id	dominant_category	cardinality	max_degree	max_degree_title	avg_clust	top_words	top_ents
708		4	3	"7708    ilTappetoAuto Sprint01006 Tappetini Auto Moque...
Name: title, dtype: object"	0.8333333333333333	{'cuffia': 2, 'cambio': 2, 'fiat': 2, 'panda': 2, 'vera': 2, 'pelle': 2, 'lato': 2, 'nera': 2, 'antracite': 1, 'pantina': 1, 'aletta': 1, 'parasole': 1, 'sinistra': 1, 'guida': 1, 'specchio': 1, 'iltappetoauto': 1, 'sprint01006': 1, 'tappetini': 1, 'auto': 1, 'moquette': 1, 'antiscivolo': 1, 'bordatura': 1, 'rigolo': 1, 'grigio': 1, 'salvatacco': 1, 'gomma': 1, 'guidatore': 1}	{'Fiat': 1, 'Antracite': 1, 'Fiat Panda': 1, 'PANTINA ALETTA PARASOLE SINISTRA': 1, 'GUIDA': 1, 'SPECCHIO': 1, 'Tappetini Auto Moquette Nera Antiscivolo Bordatura Nera': 1, 'Rigolo Grigio Salvatacco': 1, 'Gomma Lato Guidatore': 1}
709	apparel	4	2	"2505    Cabeen Uomo Canottiera per Palestra Canotte Ta...
Name: title, dtype: object"	0.0	{'palestra': 4, 'tank': 4, 'top': 4, 'cabeen': 3, 'canottiera': 3, 'bodybuilding': 3, 'canotte': 2, 'muscolo': 2, 'formazione': 2, 'veste': 2, 'senza': 2, 'canotta': 2, 'befox': 1, 'sportivo': 1, 'canotterie': 1, 'manica': 1, 'm-xxl': 1, 'animal': 1, 'side': 1, 'cut': 1, 'cotone': 1, 'cappuccio': 1, 'maniche': 1}	{'Cabeen Uomo Canottiera': 1, 'Palestra Canotte Tank': 1, 'Befox Uomo Canotte': 1, 'Canotterie Palestra Muscolo Formazione Veste Tank Top Senza Manica': 1, 'XXL': 1, 'Cabeen Uomo Animal Canotta Bodybuilding Tank Top Side Cut Canottiera': 1, 'Palestra Cotone': 1, 'Cabeen Canottiera': 1, 'Cappuccio Uomo Canotta': 1}
710		4	3	"1526    LEDLUX Scatola Incasso Muro Parete Quadrata 86X86
Name: title, dtype: object"	0.0	{'termostato': 4, 'caldaia': 3, 'gas': 3, 'controllo': 3, 'beok': 2, 'app': 2, 'wi-fi': 2, 'cronotermostato': 2, 'programmabile': 2, 'lcd': 2, 'ledlux': 1, 'scatola': 1, 'incasso': 1, 'muro': 1, 'parete': 1, 'quadrata': 1, '86x86': 1, 'bot-313wifi': 1, '230vac': 1, 'ambiente': 1, 'telefono': 1, 'gratuito': 1, 'bot-313': 1, 'schermo': 1, 'gratuita': 1, 'remoto': 1, 'online': 1, 'tramite': 1, 'smartphone': 1, 'ac220v': 1, 'voltv': 1, 'decdeal': 1, 'digitale': 1, 'display': 1, 'touchscreen': 1, 'retroilluminazione': 1, 'funzione': 1, 'vocale': 1, 'bht-6000-gc': 1}	{'LEDLUX Scatola Incasso Muro Parete Quadrata 86X86': 1, 'BEOK': 1, 'Termostato Per Caldaia A Gas Con 230vac': 1, 'Termostato Ambiente Di Controllo': 1, 'Beok BOT-313 Wi-Fi per caldaia a gas': 1, 'AC220V 3A': 1, 'Decdeal Termostato Wi-Fi per Caldaia a Gas': 1, 'Termostato Digitale': 1, 'Programmabile Display': 1, 'Touchscreen': 1, 'Retroilluminazione Funzione': 1, 'Controllo Vocale': 1, 'Cronotermostato BHT-6000-GC': 1}
711	tools	4	3	"3705    Einhell 4259930 TC-DW 225 Levigatrice per Muro...
Name: title, dtype: object"	0.5833333333333333	{'levigatrice': 3, 'einhell': 2, '25-sbs': 2, 'velcro': 2, 'dischi': 2, 'abrasivi': 2, 'grana': 2, 'carta': 2, 'abrasiva': 2, 'giraa': 2, 'collo': 2, 'tc-dw': 1, 'muro': 1, 'bidone': 1, 'aspiratutto': 1, 'tc-vc': 1, 'presa': 1, 'elettroutensile': 1}	{'giraa': 2, 'Einhell 4259930': 1, 'Levigatrice': 1, 'Muro': 1, '600 W': 1, 'Einhell 2342190 Bidone Aspiratutto TC': 1, 'Presa Elettroutensile': 1}
712		4	3	"1942    PESO BLOCK Dimagrante Forte Donna e Uomo | Bru...
Name: title, dtype: object"	0.0	{'dimagrante': 6, 'peso': 3, 'forte': 2, 'brucia': 2, 'grassi': 2, 'dimagrire': 2, 'addominali': 2, 'naturale': 2, 'cintura': 2, 'fascia': 2, 'pantaloni': 2, 'sauna': 2, 'block': 1, 'potente': 1, 'perdere': 1, 'velocemente': 1, 'eccezionale': 1, 'pancia': 1, 'cosce': 1, 'termogenico': 1, '-120': 1, 'capsule': 1, 'dinoka': 1, 'snellente': 1, 'promuove': 1, 'perdita': 1, 'sudare': 1, 'sostegno': 1, 'lombare': 1, 'correggi': 1, 'postura': 1, 'dietyslim': 1, 'drenante': 1, 'bere': 1, 'pilosella': 1, 'formula': 1, 'piante': 1, 'concentrate': 1, 'cellulite': 1, 'effetto': 1, 'detox': 1, 'drenaggio': 1, 'immediato': 1, 'elimina': 1, 'liquidi': 1, 'eccesso': 1, 'yilvv': 1, 'donne': 1, 'yoga': 1, 'fitness': 1}	{'PESO BLOCK Dimagrante Forte Donna': 1, 'Uomo | Brucia': 1, 'Grassi Potente': 1, 'Perdere Peso Velocemente': 1, 'Dimagrire Pancia Cosce Addominali | Termogenico Naturale -120 capsule': 1, 'DINOKA Fascia Dimagrante': 1, 'Uomo e Donna': 1, 'Fascia Addominali': 1, 'Snellente Promuove la Perdita': 1, 'Dimagrire': 1, 'Sostegno Lombare': 1, 'Dietyslim': 1, 'Drenante Forte Dimagrante Da Bere Con Pilosella': 1, 'Formula Naturale 10 Piante Concentrate Contro La Cellulite Effetto Detox E Drenaggio Immediato ●': 1, 'Elimina I Liquidi In Eccesso': 1, 'YILVV Pantaloni Sauna': 1, 'Donne Yoga Fitness': 1, 'Hot Shaper Pantaloni Dimagrante': 1, 'Neoprene Termico': 1, 'Cintura Modellante': 1, 'Dimagrante Sauna Sudore': 1}
713	music	4	3	"7622    Una Storia Semplice
Name: title, dtype: object"	1.0	{'amore': 1, 'torni': 1, 'storia': 1, 'semplice': 1, 'rivoluzione': 1, 'arrivando': 1, 'mentre': 1, 'scorre': 1}	{'Torni': 1, 'Storia Semplice': 1, 'Rivoluzione Sta Arrivando': 1, 'Tutto Scorre': 1}
714	books	4	3	"17978    Guida ai Pokémon di Alola. Ediz. a colori
Name: title, dtype: object"	1.0	"{'pokémon': 4, 'guida': 3, 'ediz': 2, 'colori': 2, 'super': 1, 'completa': 1, 'ufficiale': 1, 'leggendari': 1, 'misteriosi': 1, 'adesivi': 1, ""l'enciclopedia"": 1, 'alola': 1}"	{'Pokémon': 4, 'Ediz': 2, 'Super': 1, 'Alola': 1}
715	english-books	4	3	"4366    The Jewish Annotated New Testament
Name: title, dtype: object"	0.0	{'jewish': 1, 'annotated': 1, 'new': 1, 'testament': 1, 'short': 1, 'stories': 1, 'jesus': 1, 'enigmatic': 1, 'parables': 1, 'controversial': 1, 'rabbi': 1, 'art': 1, 'biblical': 1, 'narrative': 1, 'maccabees': 1, 'mishnah': 1}	{'The Jewish Annotated New Testament': 1, 'Short Stories by Jesus:': 1, 'Parables of': 1, 'Controversial Rabbi': 1, 'The Art of Biblical Narrative': 1, 'From the Maccabees to the Mishnah': 1}
716	english-books	4	2	"4209    Pinocchio. Con espansione online. Con CD Audio
Name: title, dtype: object"	0.0	{'espansione': 2, 'online': 2, 'audio': 2, 'wonderful': 2, 'wizard': 2, 'pinocchio': 1, 'peter': 1, 'pan': 1, 'ediz': 1, 'inglese': 1, 'livello': 1, 'cd-audio': 1, 'eso': 1, 'material': 1, 'auxiliar': 1}	{'CD Audio': 2, 'Pinocchio': 1, 'Peter Pan': 1, 'Ediz': 1, 'ESO': 1, 'Material auxiliar': 1}
717		4	3	"2900    Polar M430 Orologio GPS Multisport con Cardiof...
Name: title, dtype: object"	0.5833333333333333	{'polar': 4, 'm430': 4, 'savvies': 3, 'pellicola': 3, 'compatibile': 3, 'pezzi': 2, 'vetro': 2, 'temperato': 2, 'prottetiva': 2, 'durezza': 2, 'orologio': 1, 'gps': 1, 'multisport': 1, 'cardiofrequenzimetro': 1, 'integrato': 1, 'unisex': 1, 'adulto': 1, 'protettiva': 1, 'protezione': 1, 'schermo': 1}	{'Pezzi': 2, 'Savvies Vetro Temperato Compatibile': 2, 'Polar M430 Pellicola Prottetiva': 2, 'Durezza 9H': 2, 'Polar M430': 1, 'Multisport': 1, 'Cardiofrequenzimetro Integrato Unisex Adulto': 1, 'Savvies Pellicola Protettiva Compatibile': 1, 'Polar M430 Protezione Schermo': 1}
718	luxury-beauty	4	3	"7270    Green Tea Shower Gel 500 ml Doccia Gel Donna
Name: title, dtype: object"	1.0	{'elizabeth': 3, 'arden': 3, 'green': 3, 'tea': 3, 'corpo': 2, 'gel': 2, 'crema': 1, 'eau': 1, 'parfum': 1, 'shower': 1, 'doccia': 1, 'lozione': 1}	{'Elizabeth Arden Crema Corpo': 1, 'Elizabeth Arden Green Tea Eau de Parfum': 1, 'Green Tea Shower Gel 500': 1, 'Doccia Gel Donna': 1, 'Elizabeth Arden Green Tea Lozione': 1, 'Corpo 500': 1}
719	beauty	4	3	"3374    La Roche Posay Effaclar Gel Mousse purificator...
Name: title, dtype: object"	0.8333333333333333	{'roche': 4, 'posay': 4, 'effaclar': 4, 'pelle': 2, 'grassi': 2, 'gel': 1, 'mousse': 1, 'purificatore': 1, '400ml': 1, 'lozione': 1, 'astringente': 1, 'micro-esfoliante': 1, 'mat': 1, 'crema': 1, 'antigrassi': 1, 'cura': 1}	{'Roche Posay Effaclar Gel Mousse': 1, 'Roche Posay Effaclar': 1, 'Astringente Micro': 1, 'Roche Posay Effaclar Mat Crema Antigrassi': 1, 'Roche Posay Effaclar K(+': 1}
720	grocery	4	3	"5372    Caffè Trombetta L'Espresso Arabica - Confezion...
Name: title, dtype: object"	1.0	"{'caffè': 4, 'trombetta': 4, ""l'espresso"": 4, 'capsule': 4, 'confezione': 3, 'crema': 2, 'arabica': 1, 'decaffeinato': 1, 'confezioni': 1, 'tot': 1}"	{'Caffè Trombetta': 4, 'Confezione': 3, 'Capsule': 2, 'Tot': 1}
721	english-books	4	2	"8698    RT.MOBY DICK+CD
Name: title, dtype: object"	0.0	{'rt.moby': 1, 'dick+cd': 1, 'rt.pride': 1, 'prejudice+cd': 1, 'rt.robinson': 1, 'crusoe+cd': 1, 'time': 1, 'machine': 1, 'livello': 1, 'b1.2': 1, 'espansione': 1, 'online': 1, 'cd-audio': 1}	{'RT.MOBY': 1, 'RT.PRIDE AND': 1, 'RT.ROBINSON CRUSOE+CD': 1}
722	jewelry	4	3	"13896    MeMeDIY Rose Gold Tono Acciaio Inossidabile An...
Name: title, dtype: object"	0.5833333333333334	{'memediy': 4, 'acciaio': 4, 'inossidabile': 4, 'anello': 4, 'anelli': 4, 'lucido': 4, 'personalizzato': 4, 'incisione': 4, 'tono': 3, 'rose': 1, 'gold': 1, 'oro': 1, 'argento': 1}	{'Personalizzato Incisione': 4, 'Nero Acciaio Inossidabile': 1, 'Rose Gold Tono Acciaio Inossidabile Anello Anelli Lucido': 1, 'Oro Tono Acciaio Inossidabile Anello Anelli Lucido': 1}
723	tools	4	3	"6715    Bosch F016800361 Bosch Tubo Flessibile di Prol...
Name: title, dtype: object"	0.8333333333333333	{'bosch': 6, 'pressione': 2, 'tubo': 2, 'flessibile': 2, 'gamma': 2, 'aqt': 2, 'easyaquatak': 1, 'idropulitrice': 1, 'ugelli': 1, 'pistola': 1, 'alta': 1, 'filtro': 1, 'acqua': 1, 'trasparente': 1, 'cavo': 1, 'bar': 1, 'portata': 1, 'l/h': 1, 'f016800361': 1, 'prolunga': 1, 'metri': 1, 'f016800359': 1, 'spazzolone': 1, 'f016800421': 1, 'ugello': 1, 'autoaspirante': 1}	{'Gamma AQT': 2, 'Bosch EasyAquatak 120': 1, 'Idropulitrice 3 Ugelli': 1, 'Pistola ad Alta Pressione': 1, 'Filtro': 1, 'Acqua Trasparente': 1, 'Cavo': 1, 'Tubo Flessibile': 1, 'Pressione': 1, 'Portata 350': 1, 'Bosch F016800361 Bosch Tubo Flessibile': 1, 'Bosch F016800359 Bosch Spazzolone': 1, 'BOSCH F016800421 - Ugello': 1}
724		4	3	"7833    Wall Sticker, DDLBiz® Adesivi Murales, 44 * 12...
Name: title, dtype: object"	0.8333333333333333	"{'wall': 4, 'adesivo': 4, 'adesivi': 3, 'casa': 3, 'stickers': 3, 'murale': 3, 'frase': 3, 'murali': 2, 'frasi': 2, 'amore': 2, 'muro': 2, 'decorazione': 2, 'interni': 2, 'citazione': 2, 'misura': 2, 'porta': 2, 'camera': 2, 'letto': 2, 'citazioni': 1, 'famiglia': 1, 'scritta': 1, 'home': 1, 'vita': 1, 'luoghi': 1, 'inaspettati': 1, ""l'amore"": 1, 'lifeup': 1, 'disegn': 1, 'originale-': 1, 'italiano': 1, 'soggiorno': 1, 'pareti': 1, 'muri': 1, 'sticker': 1, 'ddlbiz®': 1, 'murales': 1, '120cm': 1, 'arredamento': 1, 'decor': 1, 'infinity': 1, 'simbolo': 1, 'parola': 1, 'arte': 1, 'vinile': 1}"	{'MURALI FRASI CITAZIONI FAMIGLIA AMORE': 1, 'Wall Stickers Adesivo Murale Frase Scritta Muro Home Decorazione': 1, 'Frasi': 1, 'Citazione': 1, 'MISURA 80 x 37 CM': 1, 'Adesivo Murale Wall Stickers Frase Citazione': 1, 'Adesivi Murali Decorazione': 1, 'VITA TI PORTA IN LUOGHI INASPETTATI': 1, 'AMORE TI PORTA A': 1, 'Misura 100 x 48 CM': 1, 'LifeUp Disegn': 1, 'Adesivo Murale Frase': 1, 'Soggiorno Camera': 1, 'Letto “': 1, 'Casa”': 1, 'Pareti Muri': 1, 'Wall Sticker': 1, 'DDLBiz®': 1, 'Wall Stickers Decor Infinity Simbolo Parola Amore': 1}
725	lighting	4	3	"1537    Philips Creek Lampada da Parete per Esterno, L...
Name: title, dtype: object"	0.5833333333333334	{'philips': 4, 'creek': 4, 'esterno': 3, 'alluminio': 3, 'lanterna': 2, 'palo': 2, 'altezza': 2, 'lampada': 1, 'parete': 1, 'sospensione': 1, 'esterni': 1, 'giardino': 1}	{'Alluminio Nero': 3, 'Philips Creek Palo per Esterno': 2, 'Philips Creek Lampada da Parete per Esterno': 1, 'Lanterna Down': 1, 'Philips Creek Sospensione Lanterna': 1, 'Esterni Giardino': 1, 'Altezza 100': 1, 'Altezza 30': 1}
726		4	2	"16850    vidaXL Lampada da Terra Moderna Arco con Paral...
Name: title, dtype: object"	0.0	{'e27': 3, 'lampada': 2, 'philips': 2, 'lampadina': 2, 'led': 2, 'brilliant': 1, 'vessa': 1, '92940/75': 1, 'stelo': 1, 'max': 1, 'colore': 1, 'cromo/bianco': 1, 'luce': 1, 'bianca': 1, 'naturale': 1, 'calda': 1, 'equivalenti': 1, '2700k': 1, 'sintetico': 1, 'attacco': 1, 'equivalente': 1, '60w': 1, '230v': 1, 'vidaxl': 1, 'terra': 1, 'moderna': 1, 'arco': 1, 'paralume': 1, 'carta': 1, 'riso': 1, 'piantana': 1, 'alta': 1}	{'60 W': 2, 'Brilliant Vessa': 1, 'Lampada': 1, 'Cromo': 1, 'Philips Lampadina LED Luce': 1, 'Bianca Naturale Calda': 1, 'E27': 1, '8 W Equivalenti': 1, '2700K': 1, 'Sintetico': 1, 'Philips Lampadina LED': 1, 'Attacco E27': 1, '9W Equivalente a 60W': 1, 'Lampada da Terra Moderna Arco': 1, 'Paralume Carta di Riso Piantana Alta': 1}
727		4	3	"6343    HEYSTOP Fitbit Charge 3 Pellicola Protettiva,[...
Name: title, dtype: object"	0.5833333333333333	{'fitbit': 7, 'charge': 7, 'cinturino': 3, 'tracker': 2, 'pellicola': 2, 'protettiva': 2, 'humenn': 2, 'ricambio': 2, 'piccolo': 2, 'grande': 2, 'avanzato': 1, 'fitness': 1, 'benessere': 1, 'unisex': 1, 'adulto': 1, 'bianco/nero': 1, 'taglia': 1, 'unica': 1, 'heystop': 1, '6-pezzi': 1, 'no-peeling': 1, 'copertura': 1, 'completa': 1, 'anti-bubbles': 1, 'anti-graffio': 1, 'special': 1, 'edition': 1, 'milanese': 1, 'metallo': 1, 'completamente': 1, 'regolabile': 1, 'acciaio': 1, 'inossidabile': 1, 'spazzolato': 1, 'forte': 1, 'magnetico': 1, 'cinturini': 1, 'classiche': 1, 'braccialetti': 1, 'regolabili': 1, 'attività': 1}	{'Fitbit Charge 3': 4, 'Piccolo Grande': 2, 'Tracker Avanzato': 1, 'Fitness': 1, 'Benessere Unisex Adulto': 1, 'Bianco/Nero': 1, 'Taglia Unica': 1, 'HEYSTOP Fitbit Charge 3 Pellicola': 1, 'No-Peeling': 1, 'Copertura Completa': 1, 'Anti-Bubbles': 1, 'Anti': 1, 'graffio],Pellicola Protettiva': 1, 'Fitbit Charge 3 & Special Edition': 1, 'HUMENN': 1, 'Cinturino in Metallo Completamente Regolabile di Ricambio': 1, 'Acciaio Inossidabile Spazzolato Forte Magnetico': 1, 'HUMENN Cinturino': 1, 'Cinturini Classiche Braccialetti': 1, 'Ricambio Regolabili': 1, 'Fitbit Charge': 1, 'Tracker': 1}
728	books	4	3	"255    The Game
Name: title, dtype: object"	0.5833333333333333	{'game': 1, 'barbari': 1, 'saggio': 1, 'mutazione': 1, 'next': 1, 'piccolo': 1, 'libro': 1, 'globalizzazione': 1, 'mondo': 1, 'verrà': 1, 'console': 1, 'wars': 1}	{'The Game': 1, 'Saggio': 1, 'Next': 1}
729	shoes	4	3	"14285    Converse Chuck Taylor All Star, Scarpe da ginn...
Name: title, dtype: object"	0.5833333333333333	{'converse': 4, 'unisex': 4, 'adulto': 4, 'chuck': 3, 'taylor': 3, 'star': 3, 'sneakers': 2, 'scarpe': 1, 'ginnastica': 1, 'ctas': 1, 'season': 1, 'sneaker': 1}	{'Chuck Taylor': 3, 'Sneakers Unisex – Adulto': 2, 'Scarpe da ginnastica Unisex Adulto': 1, 'Converse Ctas Season': 1, 'Sneaker unisex adulto': 1}
730	tools	4	3	"745    Bosch Tosaerba e Sfoltirami a Batteria Isio Se...
Name: title, dtype: object"	0.8333333333333333	{'bosch': 5, 'isio': 4, 'tosaerba': 2, 'sfoltirami': 2, 'batteria': 2, 'manico': 2, 'telescopico': 2, 'set': 1, 'volt': 1, 'lunghezza': 1, 'lama': 1, 'arbusti/erba': 1, 'cm/8': 1, 'cartone': 1, 'nero/verde': 1, 'accessorio': 1, 'sprayer': 1, 'f016800329': 1, 'ruote': 1, 'compatibile': 1, 'ags': 1, 'tagliaerba': 1}	{'Sfoltirami': 2, 'Bosch Tosaerba': 1, 'Batteria Isio Set': 1, 'Volt': 1, 'Lunghezza Lama Arbusti': 1, 'Erba 12': 1, 'Cartone': 1, 'Bosch ISIO': 1, 'Tosaerba': 1, 'Batteria Accessorio Sprayer': 1, 'Bosch F016800329 Manico': 1, 'Isio': 1, 'Bosch': 1, 'Manico': 1, 'Bosch AGS': 1, 'ISIO Tagliaerba': 1}
731	music	4	3	"7867    Black Holes and Revelations
Name: title, dtype: object"	1.0	{'absolution': 1, 'black': 1, 'holes': 1, 'revelations': 1, 'origin': 1, 'symmetry': 1, 'showbiz': 1}	{'Absolution': 1, 'Black Holes and Revelations': 1, 'Origin of Symmetry': 1, 'Showbiz': 1}
732	english-books	4	3	"12085    Show Your Work!: 10 Ways to Share Your Creativ...
Name: title, dtype: object"	0.5833333333333333	{'creative': 3, 'ways': 2, 'steal': 2, 'like': 2, 'artist': 2, 'keep': 1, 'going': 1, 'stay': 1, 'good': 1, 'times': 1, 'bad': 1, 'show': 1, 'work': 1, 'share': 1, 'creativity': 1, 'get': 1, 'discovered': 1, 'things': 1, 'nobody': 1, 'told': 1, 'journal': 1, 'notebook': 1, 'kleptomaniacs': 1}	{'Keep Going:': 1, '10 Ways to Stay Creative in Good Times and Bad': 1, 'Show Your Work!': 1, '10 Ways to Share Your Creativity and Get Discovered': 1, 'Steal Like an Artist:': 1, '10 Things Nobody Told You About Being Creative': 1, 'Steal Like an Artist Journal': 1, 'Notebook for Creative Kleptomaniacs': 1}
733	handmade	4	3	"4599    mod. Pandora Ciondoli CUORE MAMMA, MUM, MAMA i...
Name: title, dtype: object"	0.8333333333333333	{'mod': 4, 'pandora': 4, 'ciondoli': 4, 'metallo': 4, 'nichel': 4, 'free': 4, 'mamma': 3, 'cuore': 2, 'bracciali': 2, 'collane/': 2, 'portachiavi': 2, 'bracciali/collane/portachiavi': 2, 'mum': 1, 'mama': 1, 'figlio/figlia': 1, 'mom': 1, 'idea': 1, 'regalo': 1, 'festa': 1, 'primo': 1, 'compleanno': 1, 'mano': 1, 'fatima': 1, 'albero': 1, 'vita': 1, 'disegnato': 1, 'interno': 1, 'farfalla': 1}	{'MUM': 1, 'MAMA': 1, 'FIGLIA': 1, 'MOM': 1, 'PRIMO COMPLEANNO': 1, 'FATIMA': 1, 'ALBERO DELLA VITA': 1, 'Pandora Ciondoli': 1, 'FARFALLA': 1}
734	sports	4	3	"3197    Joma Combi Maglia Allenamento Uomo
Name: title, dtype: object"	0.5833333333333334	{'joma': 4, 'allenamento': 2, 'combi': 1, 'maglia': 1, 'miami': 1, 'bermuda': 1, 'sportivi': 1, 'tennis': 1, 'nobel': 1, 'short': 1, 'unisex': 1, 'adulto': 1}	{'Joma Combi Maglia Allenamento Uomo': 1, 'Joma Miami Bermuda Sportivi da Tennis': 1, 'Joma Nobel, Short Allenamento Unisex Adulto': 1}
735		4	3	"4503    JZK 50 x Rosa 7x9 cm sacchetti coulisse organz...
Name: title, dtype: object"	0.8333333333333333	{'jzk': 3, 'portaconfetti': 3, 'compleanno': 3, 'battesimo': 3, 'comunione': 3, 'nascita': 3, 'portariso': 2, 'matrimonio': 2, 'natale': 2, 'cuore': 2, 'scatola': 2, 'scatolina': 2, 'segnaposto': 2, 'cioccolato': 2, '7x9': 1, 'sacchetti': 1, 'coulisse': 1, 'organza': 1, 'sacchettini': 1, 'bomboniere': 1, 'bomboniera': 1, 'laurea': 1, 'cioco': 1, 'passion': 1, 'confetti': 1, 'latte': 1, '1kg': 1, 'carrozzina': 1, 'bomboniara': 1, 'festa': 1, 'bimba': 1, 'bambina': 1, 'femmina': 1, 'ragazza': 1}	{'JZK 50 x Rosa': 1, 'Natale': 1, 'JZK 50 Rosa Cuore Scatola': 1, 'Matrimonio Compleanno Battesimo Natale': 1, 'Cioco Passion - Confetti': 1, 'Cuore di Cioccolato Bianco': 1, 'JZK 48': 1}
736	english-books	4	3	"3777    Billy Elliot. Livello 2 (A1-A2). Con CD-Audio
Name: title, dtype: object"	0.0	{'livello': 3, 'a1-a2': 3, 'cd-audio': 3, 'billy': 1, 'elliot': 1, 'sherlock': 1, 'holmes': 1, 'stolen': 1, 'jewels': 1, 'readers': 1, 'red': 1, 'series': 1, 'adattato': 1, 'geraldine': 1, 'sweeney': 1, 'audio': 1, 'espansione': 1, 'online': 1, 'level': 1, 'night': 1, 'museum': 1, 'battle': 1, 'smithsonian': 1, 'dan': 1, 'london': 1}	{'A1-A2': 2, 'Billy Elliot': 1, 'Sherlock Holmes': 1, 'Readers red series': 1, 'Geraldine Sweeney': 1, 'CD Audio': 1, 'Level A1-A2': 1, 'Night at the Museum': 1, 'Battle of the Smithsonian': 1, 'Dan in London': 1}
737	jewelry	4	3	"2338    MEGA CREATIVE JEWELRY Collana da Donna Albero ...
Name: title, dtype: object"	0.5833333333333333	{'swarovski': 4, 'mega': 3, 'creative': 3, 'jewelry': 3, 'albero': 3, 'vita': 3, 'argento': 3, 'cristalli': 3, 'collana': 2, 'gioielli': 2, 'orecchini': 2, 'megachic': 1, 'sterling': 1, 'madreperla': 1, 'cigno': 1, 'cristallo': 1, 'stile': 1, 'spilla': 1, 'pendente': 1, 'lungo': 1}	{'Argento 925': 2, 'Cristalli Swarovski': 2, 'Donna Albero Della Vita': 2, 'MEGA CREATIVE JEWELRY Collana': 1, 'Donna Albero Della Vita Gioielli': 1, 'MEGA CREATIVE JEWELRY Orecchini': 1, 'Argento Sterling 925': 1, 'Madreperla Cristalli da Swarovski': 1, 'MEGA CREATIVE JEWELRY Collana Cigno da Donna': 1, 'Lungo Gioielli': 1}
738	apparel	4	3	"4132    Angerella Vintage 50s Pin Up Scollato Costume ...
Name: title, dtype: object"	0.0	"{'angerella': 4, 'costume': 4, 'bagno': 4, 'retro': 2, 'vintage': 1, '50s': 1, 'pin': 1, 'scollato': 1, 'intero': 1, 'vestito': 1, ""d'epoca"": 1, 'pezzo': 1, 'monikini': 1, 'signore': 1, 'stile': 1, 'punto': 1, 'polca': 1, 'cintola': 1, 'alta': 1, 'bikini': 1, 'set': 1, 'women': 1, 'floral': 1, 'print': 1, 'ruffles': 1, 'tankini': 1, 'top': 1, 'halter': 1, 'neck': 1, 'two-piece': 1, 'swimsuit': 1}"	"{'Angerella Vintage 50s Pin Up Scollato Costume da Bagno Costume Intero': 1, 'Angerella Retro Vestito': 1, ""Bagno d'Epoca"": 1, 'Un Pezzo Monikini Costume da Bagno': 1, 'Angerella Signore Retro Stile Punto': 1, 'Polca': 1, 'Cintola Alta Costume': 1, 'Bagno Bikini Set': 1, ""Angerella Women's Floral Print Ruffles Tankini Top Halter Neck Two"": 1, 'Piece Swimsuit': 1}"
739		4	2	"16887    Milano vista dal cielo. Ediz. italiana e ingle...
Name: title, dtype: object"	0.0	"{'milano': 4, 'ediz': 4, 'italiana': 2, 'inglese': 2, 'entryways': 1, 'milan-ingressi': 1, 'bilingue': 1, 'case': 1, 'milanesi': 1, '1923-1973': 1, ""cinquant'anni"": 1, 'architettura': 1, 'residenziale': 1, 'vista': 1, 'cielo': 1, 'gio': 1, 'ponti': 1, 'guida': 1, 'architetture': 1, '1920-1970': 1, 'illustrata': 1}"	{'Ediz': 4, 'Milano': 3, 'Entryways of Milan-Ingressi di Milano': 1, 'Gio Ponti': 1}
740		4	3	"7158    Cappello Hip-Hop,Yanhoo® Moda unisex Cappelli ...
Name: title, dtype: object"	0.8333333333333333	{'cappello': 6, 'cappelli': 4, 'baseball': 4, 'hip': 3, 'hop': 3, 'topgrowth': 2, 'estivo': 2, 'rete': 2, 'traspirante': 2, 'snapback': 2, 'hip-hop': 2, 'berretto': 2, 'unisex': 2, 'cappellino': 1, 'ricamato': 1, 'casuali': 1, 'hat': 1, 'black': 1, 'toogoo': 1, 'pianura': 1, 'ragazzo': 1, 'regolabile': 1, 'navy': 1, 'yanhoo®': 1, 'moda': 1, 'estivi': 1, 'ricamati': 1, 'maglia': 1, 'uomini': 1, 'donne': 1, 'casual': 1, 'berretti': 1, 'cotone': 1, 'sport': 1, 'outdoor': 1}	{'Topgrowth Cappellino Estivo Ricamato Cappelli a Rete': 1, 'Uomo Donna Traspirante Cappello': 1, 'Black': 1, 'Cappello': 1, 'Pianura Di Hip': 1, 'Hop Del Berretto Da Baseball': 1, 'Ragazzo Regolabile Cappello': 1, 'Blu navy + Rosso': 1, 'Cappello Hip': 1, 'Hop': 1, 'Yanhoo®': 1, 'Moda unisex Cappelli': 1, 'Berretti': 1, 'Berretto Snapback': 1, 'Topgrowth Cappello da': 1, 'Baseball Unisex Cappelli': 1, 'Rete Traspirante Estivo per Sport Hip Hop Outdoor': 1}
